,obs_date_time,obs_location,sky_cover,precip_type,air_temp_min,air_temp_max,air_temp_current,snow_height,new_snow_height,wind_direction,wind_speed,wind_gust,hazard,avalanche_occured
272,2019-03-11,SS Creek DOT,OVC,RA,1.8,3.4,2.9,5.0,0.0,ESE,2.8,15.5,2.0,No
273,2019-03-11,Snettisham Dorm,OVC,RS,0.6,4.0,1.3,101.5,3.0,NNE,1.0,11.9,2.0,No
274,2019-03-12,Mt Roberts Tram,X,SN,-1.0,0.3,-0.8,181.0,5.0,NW,0.0,0.5,2.0,No
275,2019-03-12,Speel Arm Balcony,X,SN,-1.5,-0.6,-1.0,64.0,7.0,SSW,2.5,4.9,2.0,No
276,2019-03-12,SS Creek DOT,OVC,RA,2.3,4.2,3.2,1.0,0.0,ESE,2.2,6.4,2.0,No
277,2019-03-12,Snettisham Dorm,X,RA,0.9,5.4,1.1,95.2,0.0,E,1.5,4.6,2.0,No
278,2019-03-13,Mt Roberts Tram,X,SN,-0.8,0.4,-0.1,186.1,4.0,N,0.0,0.3,1.0,No
279,2019-03-13,Speel Arm Balcony,X,SN,-1.2,-0.1,-0.9,79.0,14.0,SSW,3.6,6.3,1.0,No
280,2019-03-13,SS Creek DOT,OVC,RA,2.9,4.0,3.2,1.0,0.0,SE,3.1,7.5,1.0,No
281,2019-03-13,Snettisham Dorm,OVC,RS,0.7,5.3,0.8,89.5,0.0,E,0.0,4.3,2.0,No
282,2019-03-14,Mt Roberts Tram,X,SN,-0.7,0.2,-0.4,196.9,11.0,N,0.0,1.3,1.0,No
283,2019-03-14,Speel Arm Balcony,X,SN,-1.3,-0.2,-1.2,93.0,22.0,SSW,4.4,8.4,1.0,No
284,2019-03-14,SS Creek DOT,OVC,RA,2.5,5.5,3.1,0.0,0.0,SE,5.3,11.1,1.0,No
285,2019-03-15,Mt Roberts Tram,X,SN,-1.2,0.2,-1.2,193.2,8.0,N,0.0,1.1,2.0,No
286,2019-03-15,Speel Arm Balcony,X,SN,-2.0,-0.3,-2.0,80.0,15.0,S,2.9,8.5,2.0,No
287,2019-03-15,SS Creek DOT,OVC,RA,2.5,4.1,2.7,0.0,0.0,ESE,3.3,8.9,2.0,No
288,2019-03-15,Snettisham Dorm,OVC,RS,0.7,4.9,1.3,85.4,0.0,ENE,1.9,10.0,2.0,No
289,2019-03-16,Mt Roberts Tram,OVC,RS,-1.4,1.1,1.1,204.0,7.0,S,0.2,1.4,2.0,No
290,2019-03-16,Speel Arm Balcony,X,SN,-2.0,0.0,0.0,93.0,18.0,N,1.5,4.5,2.0,No
291,2019-03-16,SS Creek DOT,OVC,RA,2.1,3.8,3.5,0.0,0.0,SE,0.8,5.8,2.0,No
292,2019-03-16,Snettisham Dorm,OVC,RA,0.9,3.8,1.6,83.7,0.0,E,2.2,6.1,2.0,No
293,2019-03-18,Mt Roberts Tram,OVC,NO,3.1,6.2,6.2,174.3,0.0,ESE,0.2,1.9,2.0,Yes
294,2019-03-18,Mt Roberts Tram,OVC,NO,3.1,6.2,6.2,174.3,0.0,ESE,0.2,1.9,2.0,Yes
295,2019-03-18,Speel Arm Balcony,OVC,NO,3.7,8.8,8.0,60.0,0.0,SSW,3.2,10.5,2.0,Yes
296,2019-03-18,Speel Arm Balcony,OVC,NO,3.7,8.8,8.0,60.0,0.0,SSW,3.2,10.5,2.0,Yes
297,2019-03-18,SS Creek DOT,OVC,NO,4.4,12.4,7.9,0.0,0.0,SE,4.2,15.8,2.0,Yes
298,2019-03-18,SS Creek DOT,OVC,NO,4.4,12.4,7.9,0.0,0.0,SE,4.2,15.8,2.0,Yes
299,2019-03-18,Snettisham Dorm,OVC,NO,2.1,4.6,2.8,78.2,0.0,ESE,1.7,6.2,2.0,Yes
300,2019-03-18,Snettisham Dorm,OVC,NO,2.1,4.6,2.8,78.2,0.0,ESE,1.7,6.2,2.0,Yes
301,2019-03-19,Mt Roberts Tram,CLR,NO,6.2,10.5,8.7,170.2,0.0,S,0.1,1.7,2.0,Yes
302,2019-03-19,Mt Roberts Tram,CLR,NO,6.2,10.5,8.7,170.2,0.0,S,0.1,1.7,2.0,Yes
303,2019-03-19,Mt Roberts Tram,CLR,NO,6.2,10.5,8.7,170.2,0.0,S,0.1,1.7,2.0,Yes
304,2019-03-19,Mt Roberts Tram,CLR,NO,6.2,10.5,8.7,170.2,0.0,S,0.1,1.7,2.0,Yes
305,2019-03-19,Mt Roberts Tram,CLR,NO,6.2,10.5,8.7,170.2,0.0,S,0.1,1.7,2.0,Yes
306,2019-03-19,Mt Roberts Tram,CLR,NO,6.2,10.5,8.7,170.2,0.0,S,0.1,1.7,2.0,Yes
307,2019-03-19,Speel Arm Balcony,CLR,NO,8.0,11.0,8.5,54.0,0.0,W,0.9,7.4,2.0,Yes
308,2019-03-19,Speel Arm Balcony,CLR,NO,8.0,11.0,8.5,54.0,0.0,W,0.9,7.4,2.0,Yes
309,2019-03-19,Speel Arm Balcony,CLR,NO,8.0,11.0,8.5,54.0,0.0,W,0.9,7.4,2.0,Yes
310,2019-03-19,Speel Arm Balcony,CLR,NO,8.0,11.0,8.5,54.0,0.0,W,0.9,7.4,2.0,Yes
311,2019-03-19,Speel Arm Balcony,CLR,NO,8.0,11.0,8.5,54.0,0.0,W,0.9,7.4,2.0,Yes
312,2019-03-19,Speel Arm Balcony,CLR,NO,8.0,11.0,8.5,54.0,0.0,W,0.9,7.4,2.0,Yes
313,2019-03-19,SS Creek DOT,CLR,NO,2.8,14.4,2.8,0.0,0.0,SE,2.8,10.6,2.0,Yes
314,2019-03-19,SS Creek DOT,CLR,NO,2.8,14.4,2.8,0.0,0.0,SE,2.8,10.6,2.0,Yes
315,2019-03-19,SS Creek DOT,CLR,NO,2.8,14.4,2.8,0.0,0.0,SE,2.8,10.6,2.0,Yes
316,2019-03-19,SS Creek DOT,CLR,NO,2.8,14.4,2.8,0.0,0.0,SE,2.8,10.6,2.0,Yes
317,2019-03-19,SS Creek DOT,CLR,NO,2.8,14.4,2.8,0.0,0.0,SE,2.8,10.6,2.0,Yes
318,2019-03-19,SS Creek DOT,CLR,NO,2.8,14.4,2.8,0.0,0.0,SE,2.8,10.6,2.0,Yes
319,2019-03-19,Snettisham Dorm,CLR,NO,0.8,10.7,0.8,75.8,0.0,NW,0.3,4.5,2.0,Yes
320,2019-03-19,Snettisham Dorm,CLR,NO,0.8,10.7,0.8,75.8,0.0,NW,0.3,4.5,2.0,Yes
321,2019-03-19,Snettisham Dorm,CLR,NO,0.8,10.7,0.8,75.8,0.0,NW,0.3,4.5,2.0,Yes
322,2019-03-19,Snettisham Dorm,CLR,NO,0.8,10.7,0.8,75.8,0.0,NW,0.3,4.5,2.0,Yes
323,2019-03-19,Snettisham Dorm,CLR,NO,0.8,10.7,0.8,75.8,0.0,NW,0.3,4.5,2.0,Yes
324,2019-03-19,Snettisham Dorm,CLR,NO,0.8,10.7,0.8,75.8,0.0,NW,0.3,4.5,2.0,Yes
325,2019-03-17,Mt Roberts Tram,X,RA,0.8,3.5,3.1,188.8,0.0,ENE,0.1,1.5,2.0,No
326,2019-03-17,Speel Arm Balcony,X,RA,-0.1,5.1,4.5,73.0,0.0,S,1.9,8.7,2.0,No
327,2019-03-17,SS Creek DOT,OVC,RA,3.0,7.4,4.3,0.0,0.0,SE,0.6,9.2,2.0,No
328,2019-03-17,Snettisham Dorm,OVC,RA,1.4,4.2,2.1,81.7,0.0,NNW,0.8,4.4,2.0,No
329,2019-03-14,Snettisham Dorm,X,RS,0.6,6.3,0.7,85.6,2.0,SW,1.9,4.6,1.0,No
330,2019-03-20,Mt Roberts Tram,SCT,NO,8.7,13.7,9.8,165.8,0.0,SE,0.1,1.0,2.0,No
331,2019-03-20,Speel Arm Balcony,FEW,NO,8.5,11.9,11.1,50.0,0.0,NW,1.9,3.9,2.0,No
332,2019-03-20,SS Creek DOT,SCT,NO,1.8,11.5,2.1,0.0,0.0,WNW,1.1,3.3,2.0,No
333,2019-03-20,Snettisham Dorm,FEW,NO,0.5,14.0,0.7,73.8,0.0,ESE,2.1,5.1,2.0,No
334,2019-03-21,Mt Roberts Tram,OVC,RA,8.6,13.3,10.7,155.3,0.0,ENE,0.2,1.8,1.0,No
335,2019-03-21,Speel Arm Balcony,OVC,RA,7.8,12.1,10.2,46.0,0.0,WSW,1.0,4.5,1.0,No
336,2019-03-21,SS Creek DOT,OVC,RA,1.9,10.2,5.5,0.0,0.0,SE,1.4,4.2,1.0,No
337,2019-03-21,Snettisham Dorm,OVC,RA,0.5,11.8,3.0,71.5,0.0,E,3.0,6.8,1.0,No
338,2019-03-22,Mt Roberts Tram,BKN,NO,8.3,12.7,9.1,152.3,0.0,NW,0.2,1.4,1.0,No
339,2019-03-22,Speel Arm Balcony,OVC,NO,8.1,11.7,9.3,38.0,0.0,NNW,1.6,4.1,1.0,No
340,2019-03-22,SS Creek DOT,BKN,NO,4.2,10.9,4.3,0.0,0.0,NW,0.8,3.3,1.0,No
341,2019-03-22,Snettisham Dorm,OVC,NO,2.5,12.4,3.5,68.2,0.0,ESE,1.4,6.4,1.0,No
342,2019-03-23,Mt Roberts Tram,OVC,RA,3.9,11.5,3.9,146.1,0.0,ESE,0.1,1.4,1.0,No
343,2019-03-23,Speel Arm Balcony,OVC,RA,4.8,10.9,4.8,36.0,0.0,SSW,2.3,5.8,1.0,No
344,2019-03-23,SS Creek DOT,OVC,RA,4.1,10.1,8.2,0.0,0.0,SE,4.2,8.3,1.0,No
345,2019-03-23,Snettisham Dorm,OVC,RA,2.1,11.8,2.5,64.3,0.0,NW,1.4,5.2,1.0,No
346,2019-03-24,Mt Roberts Tram,FEW,NO,2.7,5.1,4.3,142.0,0.0,SE,0.0,1.1,1.0,No
347,2019-03-24,Speel Arm Balcony,CLR,NO,2.4,4.8,4.0,33.0,0.0,NW,1.2,6.4,1.0,No
348,2019-03-24,SS Creek DOT,FEW,NO,1.9,8.6,1.9,0.0,0.0,N,0.0,9.4,1.0,No
349,2019-03-24,Snettisham Dorm,FEW,NO,1.7,7.4,1.8,62.1,0.0,ESE,1.1,9.2,1.0,No
350,2019-03-25,Mt Roberts Tram,CLR,NO,2.3,7.8,2.3,140.3,0.0,ENE,0.0,1.0,1.0,No
351,2019-03-25,Speel Arm Balcony,CLR,NO,3.1,7.6,3.1,31.0,0.0,NW,0.5,2.5,1.0,No
352,2019-03-25,SS Creek DOT,CLR,NO,0.8,7.9,1.3,0.0,0.0,N,0.0,3.3,1.0,No
353,2019-03-25,Snettisham Dorm,CLR,NO,-0.8,11.4,-0.6,59.7,0.0,NNE,1.5,4.8,1.0,No
354,2019-03-26,Mt Roberts Tram,FEW,NO,1.7,5.9,5.9,138.6,0.0,N,0.2,1.3,0.0,No
355,2019-03-26,Speel Arm Balcony,SCT,NO,2.9,7.7,5.2,29.0,0.0,N,1.9,4.8,1.0,No
356,2019-03-26,SS Creek DOT,FEW,NO,0.6,11.0,2.8,0.0,0.0,NNW,1.4,8.1,0.0,No
357,2019-03-26,Snettisham Dorm,SCT,NO,-1.0,10.6,0.8,57.8,0.0,ENE,2.5,5.0,0.0,No
358,2019-03-27,Mt Roberts Tram,CLR,NO,5.0,7.3,5.0,136.3,0.0,N,0.0,3.3,0.0,No
359,2019-03-27,Speel Arm Balcony,CLR,NO,4.2,7.9,4.6,26.0,0.0,NNW,0.6,8.0,1.0,No
360,2019-03-27,SS Creek DOT,CLR,NO,1.7,12.9,1.7,0.0,0.0,N,0.0,13.6,0.0,No
361,2019-03-27,Snettisham Dorm,CLR,NO,0.3,15.1,0.9,52.6,0.0,NNW,0.0,11.4,0.0,No
362,2019-03-29,Mt Roberts Tram,CLR,NO,4.3,9.3,4.6,134.9,0.0,SSE,0.0,1.1,0.0,No
363,2019-03-29,Speel Arm Balcony,CLR,NO,4.4,10.3,5.9,23.0,0.0,W,0.6,2.2,1.0,No
364,2019-03-29,SS Creek DOT,CLR,NO,0.2,9.3,0.2,0.0,0.0,N,0.0,4.2,0.0,No
365,2019-03-29,Snettisham Dorm,CLR,NO,-0.2,13.6,0.1,46.1,0.0,N,1.8,6.0,0.0,No
366,2019-04-01,Mt Roberts Tram,CLR,NO,5.7,9.0,9.0,130.9,0.0,NNW,0.7,2.2,0.0,No
367,2019-04-01,Speel Arm Balcony,CLR,NO,5.8,8.0,7.7,15.0,0.0,NNW,1.5,5.9,1.0,No
368,2019-04-01,SS Creek DOT,CLR,NO,2.1,14.0,3.1,0.0,0.0,NNW,1.1,7.8,0.0,No
369,2019-04-01,Snettisham Dorm,CLR,NO,0.0,15.2,0.3,38.0,0.0,ESE,1.1,8.3,0.0,No
370,2019-04-02,Mt Roberts Tram,CLR,NO,8.0,12.8,8.1,129.9,0.0,SE,0.0,1.8,0.0,No
371,2019-04-02,SS Creek DOT,CLR,NO,1.6,12.6,1.6,0.0,0.0,N,0.0,3.9,0.0,No
372,2019-04-02,Snettisham Dorm,CLR,NO,0.2,15.6,1.9,33.9,0.0,N,0.7,6.9,0.0,No
373,2019-04-03,Mt Roberts Tram,OVC,NO,5.3,12.1,5.3,128.1,0.0,SE,0.0,0.8,0.0,No
374,2019-04-03,SS Creek DOT,OVC,NO,1.3,12.2,5.1,0.0,0.0,ESE,0.6,5.5,0.0,No
375,2019-04-03,Snettisham Dorm,OVC,NO,0.6,15.8,1.1,29.3,0.0,NNE,0.5,6.7,0.0,No
376,2019-04-04,Mt Roberts Tram,X,SN,0.1,6.8,0.3,130.1,5.0,N,0.0,1.3,0.0,No
377,2019-04-04,SS Creek DOT,OVC,RA,2.5,9.6,2.5,0.0,0.0,NW,0.3,6.9,0.0,No
378,2019-04-04,Snettisham Dorm,OVC,RA,0.4,12.2,5.7,24.1,0.0,SW,2.1,7.4,0.0,No
379,2019-04-05,Mt Roberts Tram,OVC,SN,-1.0,0.7,-0.5,134.2,4.4,WNW,0.7,2.1,0.0,No
380,2019-04-05,SS Creek DOT,OVC,RA,2.2,5.5,2.2,0.0,0.0,N,0.8,2.8,0.0,No
381,2019-04-05,Snettisham Dorm,OVC,RA,1.9,6.0,1.9,19.9,0.0,NNE,2.9,9.4,0.0,No
382,2019-04-06,Mt Roberts Tram,OVC,NO,-0.8,3.4,2.5,134.6,2.3,SSE,0.1,2.5,0.0,No
383,2019-04-06,SS Creek DOT,OVC,NO,2.1,6.2,4.1,0.0,0.0,N,0.0,9.2,0.0,No
384,2019-04-06,Snettisham Dorm,OVC,NO,1.7,5.2,3.0,15.7,0.0,N,3.8,7.9,0.0,No
385,2019-04-07,Mt Roberts Tram,OVC,RA,0.9,4.9,1.3,128.1,0.0,SSE,0.1,2.6,0.0,No
386,2019-04-07,SS Creek DOT,OVC,RA,4.3,9.1,4.3,0.0,0.0,ENE,0.3,7.2,0.0,No
387,2019-04-07,Snettisham Dorm,OVC,RA,2.8,9.1,3.0,10.0,0.0,ESE,4.4,9.2,0.0,No
388,2019-04-10,Mt Roberts Tram,OVC,RA,0.3,2.6,0.3,127.8,0.0,SE,0.0,0.9,0.0,No
389,2019-04-10,Speel Arm Balcony,X,RS,-0.1,2.2,0.3,0.0,2.0,S,1.5,5.1,0.0,No
390,2019-04-10,Snettisham Dorm,OVC,RA,1.9,7.2,2.6,0.0,0.0,W,0.0,7.1,0.0,No
391,2019-04-10,4-4 Diverter,OVC,RA,0.6,4.3,1.7,0.0,0.0,SW,0.1,2.3,0.0,No
392,2019-04-09,Mt Roberts Tram,OVC,RA,0.3,2.2,0.7,129.1,0.0,E,0.0,0.9,0.0,No
393,2019-04-09,Snettisham Dorm,OVC,RA,1.9,3.7,2.0,0.0,0.0,ENE,1.4,4.5,0.0,No
394,2019-04-08,Mt Roberts Tram,OVC,RA,0.8,4.0,1.2,129.5,0.0,NNE,0.1,1.6,0.0,No
395,2019-04-08,SS Creek DOT,OVC,RA,4.1,7.7,5.3,0.0,0.0,SE,3.9,11.4,0.0,No
396,2019-04-08,Snettisham Dorm,OVC,RA,2.8,7.2,2.9,3.7,0.0,ENE,2.0,9.7,0.0,No
397,2019-04-11,Mt Roberts Tram,CLR,NO,0.3,4.5,0.6,127.8,0.0,SE,0.0,1.2,0.0,No
398,2019-04-11,SS Creek DOT,X,NO,-0.3,7.8,-0.2,0.0,0.0,NNW,0.3,6.1,0.0,No
399,2019-04-11,Snettisham Dorm,CLR,NO,-0.4,9.5,-0.1,0.0,0.0,ENE,0.5,6.2,0.0,No
400,2019-04-19,Mt Roberts Tram,X,SN,-0.1,1.9,-0.1,114.6,1.0,N,0.0,2.1,0.0,No
401,2019-04-19,SS Creek DOT,OVC,RA,3.9,6.2,3.9,0.0,0.0,ESE,3.6,14.4,0.0,No
402,2019-04-19,Snettisham Dorm,OVC,RA,3.5,6.9,3.9,0.0,0.0,WSW,6.1,14.3,0.0,No
403,2019-04-22,Mt Roberts Tram,X,RA,0.7,3.2,2.9,120.7,0.0,N,0.3,2.2,0.0,No
404,2019-04-22,SS Creek DOT,OVC,RA,4.6,5.6,5.5,0.0,0.0,ESE,2.2,6.1,0.0,No
405,2019-04-22,Snettisham Dorm,OVC,RA,2.5,4.2,3.2,0.0,0.0,WNW,1.7,5.9,0.0,No
406,2019-04-24,Mt Roberts Tram,BKN,GR,-2.1,0.6,-2.0,120.7,3.4,NW,0.0,1.6,0.0,No
407,2019-04-23,Mt Roberts Tram,BKN,GR,-0.4,4.1,-0.4,113.2,3.4,NNE,0.4,1.8,0.0,No
408,2019-04-23,Snettisham Dorm,BKN,GR,3.1,8.5,4.8,0.0,1.0,W,7.4,16.4,0.0,No
409,2019-04-29,Mt Roberts Tram,CLR,NO,2.0,9.0,3.6,117.9,0.0,N,0.0,1.5,0.0,No
410,2019-04-29,SS Creek DOT,CLR,NO,1.2,13.8,1.9,0.0,0.0,NNW,0.3,5.5,0.0,No
411,2019-04-29,Snettisham Dorm,CLR,NO,-0.2,14.6,1.1,0.0,0.0,ESE,0.3,5.6,0.0,No
412,2019-04-28,Mt Roberts Tram,CLR,NO,2.0,9.7,2.0,119.6,0.0,N,0.0,1.5,0.0,No
413,2019-04-28,SS Creek DOT,CLR,NO,0.6,14.6,1.1,0.0,0.0,NNW,0.3,5.0,0.0,No
414,2019-04-28,Snettisham Dorm,CLR,NO,0.0,14.8,0.0,0.0,0.0,N,0.7,5.5,0.0,No
415,2019-04-30,Mt Roberts Tram,FEW,NO,3.2,11.2,4.7,2.7,0.0,NNE,0.0,1.3,0.0,No
416,2019-04-30,SS Creek DOT,FEW,NO,1.8,16.1,2.7,0.0,0.0,N,0.0,6.4,0.0,No
417,2019-04-30,Snettisham Dorm,FEW,NO,0.6,16.8,1.4,0.0,0.0,WNW,1.0,6.1,0.0,No
418,2019-10-01,Mt Roberts Tram,X,RA,5.2,8.0,5.8,0.0,0.0,ENE,0.2,1.3,0.0,No
419,2019-10-01,Speel Arm Balcony,X,RA,5.1,8.9,7.4,0.0,0.0,SSW,1.9,5.0,0.0,No
420,2019-10-01,SS Creek DOT,OVC,RA,7.3,9.8,9.4,0.0,0.0,SE,5.3,8.9,0.0,No
421,2019-10-01,Snettisham Dorm,OVC,RA,6.5,10.9,8.3,0.0,0.0,ESE,0.2,3.4,0.0,No
422,2019-10-01,4-4 Diverter,X,RA,5.9,9.5,6.8,0.0,0.0,SW,0.1,1.6,0.0,No
423,2019-10-22,Mt Roberts Tram,X,SN,0.9,3.5,1.6,1.0,1.0,N,0.0,1.7,0.0,No
424,2019-10-23,Mt Roberts Tram,OVC,RA,0.6,3.3,2.5,0.0,0.0,NNW,0.2,1.7,0.0,No
425,2019-10-23,SS Creek DOT,OVC,RA,2.5,6.8,6.0,0.0,0.0,SE,3.3,6.9,0.0,No
426,2019-10-23,Snettisham Dorm,X,NO,0.7,4.0,3.3,0.0,0.0,ESE,0.9,3.1,0.0,No
427,2019-10-23,4-4 Diverter,X,RA,0.4,2.9,2.5,0.0,0.0,NNW,0.1,2.2,0.0,No
428,2019-10-30,Mt Roberts Tram,X,RS,0.5,1.7,1.7,5.0,5.0,NNW,0.0,1.1,0.0,No
429,2019-10-30,Speel Arm Balcony,X,RS,-0.1,1.5,1.5,5.0,5.0,SSW,1.3,5.8,0.0,No
430,2019-10-30,SS Creek DOT,OVC,RA,0.0,5.4,4.5,0.0,0.0,ESE,1.1,8.3,0.0,No
431,2019-10-30,Snettisham Dorm,X,RA,0.7,4.2,1.2,0.0,0.0,ESE,1.1,2.6,0.0,No
432,2019-10-31,Mt Roberts Tram,OVC,NO,1.7,3.1,2.8,2.0,1.0,N,0.0,0.6,0.0,No
433,2019-10-31,Speel Arm Balcony,X,RA,1.3,2.9,2.2,2.0,1.0,S,2.0,3.7,0.0,No
434,2019-10-31,SS Creek DOT,OVC,NO,4.5,6.6,6.0,0.0,0.0,NW,0.3,5.8,0.0,No
435,2019-10-31,Snettisham Dorm,OVC,NO,1.2,4.2,3.9,0.0,0.0,NNE,0.3,3.5,0.0,No
436,2019-10-31,4-4 Diverter,X,RA,0.2,3.6,2.8,0.0,0.0,N,0.1,1.1,0.0,No
437,2019-11-01,Mt Roberts Tram,OVC,RA,1.4,3.3,2.4,0.0,0.0,ESE,0.1,1.1,0.0,No
438,2019-11-01,SS Creek DOT,OVC,RA,4.7,6.9,4.9,0.0,0.0,ESE,0.6,8.1,0.0,No
439,2019-11-01,Snettisham Dorm,OVC,RA,2.8,6.6,2.8,0.0,0.0,N,2.5,3.9,0.0,No
440,2019-11-01,4-4 Diverter,X,RA,0.7,4.7,0.7,0.0,0.0,WNW,0.2,1.5,0.0,No
441,2019-11-02,Mt Roberts Tram,OVC,NO,3.1,5.7,3.1,0.0,0.0,SSE,0.0,0.5,0.0,No
442,2019-11-02,SS Creek DOT,OVC,NO,6.2,7.9,6.2,0.0,0.0,N,0.0,3.9,0.0,No
443,2019-11-02,Snettisham Dorm,OVC,NO,5.0,8.0,6.0,0.0,0.0,NNE,1.6,3.9,0.0,No
444,2019-11-02,4-4 Diverter,OVC,NO,4.1,6.5,4.1,0.0,0.0,N,0.0,1.8,0.0,No
445,2019-11-03,Mt Roberts Tram,OVC,RA,3.1,5.7,3.1,0.0,0.0,SSE,0.0,0.5,0.0,No
446,2019-11-03,Speel Arm Balcony,OVC,RA,2.2,5.5,2.2,0.0,0.0,NNW,0.7,4.7,0.0,No
447,2019-11-03,SS Creek DOT,OVC,NO,6.2,7.9,6.2,0.0,0.0,N,0.0,3.9,0.0,No
448,2019-11-03,Snettisham Dorm,OVC,RA,5.0,8.0,6.0,0.0,0.0,NNE,1.6,3.9,0.0,No
449,2019-11-03,4-4 Diverter,OVC,RA,4.1,6.5,4.1,0.0,0.0,N,0.0,1.8,0.0,No
450,2019-11-04,Mt Roberts Tram,X,RA,2.9,4.6,3.8,0.0,0.0,N,0.0,0.5,0.0,No
451,2019-11-04,Speel Arm Balcony,X,RA,2.2,4.1,2.7,0.0,0.0,WNW,0.1,2.6,0.0,No
452,2019-11-04,SS Creek DOT,OVC,RA,5.9,7.2,5.9,0.0,0.0,SE,0.3,2.5,0.0,No
453,2019-11-04,Snettisham Dorm,OVC,RA,5.7,7.3,5.7,0.0,0.0,ESE,0.7,4.2,0.0,No
454,2019-11-04,4-4 Diverter,X,RA,3.8,4.7,3.8,0.0,0.0,NNE,0.1,1.4,0.0,No
455,2019-11-05,Mt Roberts Tram,OVC,NO,1.2,4.1,1.2,0.0,0.0,NNW,0.6,2.6,0.0,No
456,2019-11-05,SS Creek DOT,OVC,NO,4.7,6.2,5.2,0.0,0.0,N,1.7,8.6,0.0,No
457,2019-11-05,Snettisham Dorm,OVC,RA,4.1,6.5,4.1,0.0,0.0,N,4.9,6.8,0.0,No
458,2019-11-05,4-4 Diverter,OVC,RA,2.4,4.8,2.7,0.0,0.0,NNE,2.1,5.1,0.0,No
459,2019-11-06,Mt Roberts Tram,OVC,NO,-0.7,1.7,-0.7,0.0,0.0,SSE,0.0,3.4,0.0,No
460,2019-11-06,SS Creek DOT,OVC,NO,0.2,7.1,0.5,0.0,0.0,NW,0.3,12.5,0.0,No
461,2019-11-06,Snettisham Dorm,OVC,NO,0.7,5.8,1.6,0.0,0.0,NNE,3.1,8.9,0.0,No
462,2019-11-06,4-4 Diverter,OVC,NO,-0.4,4.3,-0.4,0.0,0.0,NNE,0.8,6.7,0.0,No
463,2019-11-07,Mt Roberts Tram,OVC,RA,0.6,5.8,5.1,0.0,0.0,N,0.1,1.9,0.0,No
464,2019-11-07,SS Creek DOT,OVC,RA,0.4,5.2,5.0,0.0,0.0,SE,2.5,4.2,0.0,No
465,2019-11-07,Snettisham Dorm,OVC,RA,1.3,2.9,2.8,0.0,0.0,ESE,1.2,5.5,0.0,No
466,2019-11-07,4-4 Diverter,X,RA,-0.4,2.7,2.7,0.0,0.0,N,0.3,2.6,0.0,No
467,2019-11-08,Mt Roberts Tram,BKN,NO,3.3,5.9,3.8,0.0,0.0,SE,0.0,1.1,0.0,No
468,2019-11-08,SS Creek DOT,X,NO,4.0,5.4,4.0,0.0,0.0,ESE,0.6,4.2,0.0,No
469,2019-11-08,Snettisham Dorm,X,NO,1.6,4.9,1.6,0.0,0.0,SE,0.5,5.1,0.0,No
470,2019-11-08,4-4 Diverter,X,NO,1.3,5.2,1.3,0.0,0.0,WNW,0.4,2.2,0.0,No
471,2019-11-09,SS Creek DOT,SCT,NO,2.8,10.9,2.8,0.0,0.0,SSE,3.1,19.2,0.0,No
472,2019-11-09,Snettisham Dorm,SCT,NO,1.4,9.4,1.7,0.0,0.0,ENE,8.6,15.4,0.0,No
473,2019-11-09,4-4 Diverter,SCT,NO,-1.0,8.7,-1.0,0.0,0.0,NNE,5.3,10.6,0.0,No
474,2019-11-10,SS Creek DOT,OVC,NO,-1.6,2.8,-1.6,0.0,0.0,N,0.0,22.8,0.0,No
475,2019-11-10,Snettisham Dorm,OVC,NO,-2.8,1.8,-2.8,0.0,0.0,E,7.9,17.4,0.0,No
476,2019-11-10,4-4 Diverter,OVC,NO,-5.4,-1.0,-5.4,0.0,0.0,ENE,3.1,10.8,0.0,No
477,2019-11-11,Mt Roberts Tram,OVC,NO,-3.5,1.1,1.1,0.1,0.1,S,0.2,1.3,0.0,No
478,2019-11-11,SS Creek DOT,OVC,NO,-1.8,0.4,-0.8,0.1,0.1,E,0.3,2.5,0.0,No
479,2019-11-12,Mt Roberts Tram,OVC,RS,0.4,2.5,0.4,2.8,2.8,SSW,0.2,2.6,0.0,No
480,2019-11-12,SS Creek DOT,OVC,RA,-0.9,2.5,2.4,0.0,0.0,NNE,0.6,4.4,0.0,No
481,2019-11-12,Snettisham Dorm,OVC,RA,-1.4,1.2,1.1,3.3,3.3,N,4.7,10.2,0.0,No
482,2019-11-13,Mt Roberts Tram,OVC,NO,0.2,4.4,4.1,0.0,0.0,N,0.1,1.5,0.0,No
483,2019-11-13,SS Creek DOT,OVC,NO,2.4,8.5,8.5,0.0,0.0,ESE,3.9,7.5,0.0,No
484,2019-11-14,Mt Roberts Tram,OVC,RA,4.1,5.8,5.8,0.0,0.0,ENE,0.3,2.0,0.0,No
485,2019-11-14,Speel Arm Balcony,OVC,RA,3.5,5.7,4.3,0.0,0.0,SSW,0.3,4.6,0.0,No
486,2019-11-14,SS Creek DOT,OVC,RA,6.8,9.5,7.7,0.0,0.0,SSE,2.5,11.1,0.0,No
487,2019-11-14,Snettisham Dorm,OVC,RA,2.7,4.2,3.7,0.0,0.0,ESE,1.2,4.8,0.0,No
488,2019-11-14,4-4 Diverter,OVC,RA,2.9,5.5,4.4,0.0,0.0,NNW,0.3,2.4,0.0,No
489,2019-11-15,Mt Roberts Tram,OVC,RA,4.2,6.0,4.3,0.0,0.0,ESE,0.4,2.6,0.0,No
490,2019-11-15,Speel Arm Balcony,X,NO,3.3,6.1,3.6,0.0,0.0,S,4.1,9.7,0.0,No
